AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
CANNOT_SKILL_NEED_POISON_BOTTLE	Zehirli þiþem yok.
CANNOT_SKILL_NEED_TARGET	Hedef kim?
CANNOT_SKILL_NOT_ENOUGH_HP	Yeterli HP yok!
CANNOT_SKILL_NOT_ENOUGH_SP	Yeterli SP yok!
CANNOT_SKILL_NOT_HORSE_SKILL	Bunu at sürerken kullanamam.
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	Bu beceriyi bu silahla kullanamam.
CANNOT_SKILL_NOT_YET_LEARN	Bu beceriyi öðrenmedim.
CANNOT_SKILL_ONLY_FOR_ALLIANCE	Bu sadece grup üyelerini etkiler.
CANNOT_SKILL_ONLY_FOR_CORPSE	Bu sadece ölüleri etkiler.
CANNOT_SKILL_RED	Çivit kurt ruhu etkinken, kýrmýzý kurt ruhunu kullanamazsýn.
CANNOT_SKILL_REMOVE_FISHING_ROD	Bu beceriyi olta ile kullanamam.
CANNOT_SKILL_SELF_IN_SAFE	Buradan saldýramam.
CANNOT_SKILL_USE_SELF	Bunu kendi üzerimde yapamam.
CANNOT_SKILL_WAIT_COOLTIME	Henüz bu beceriyi kullanamam.
CANNOT_USE	Onu kullanamazsýn.
CANNOT_WHISPER_DEST_REFUSE	%s fýsýldamayý blokladý.	SA
CANNOT_WHISPER_NOT_LOGON	%s baðlý deðil.	SA
CANNOT_WHISPER_SELF_REFUSE	Fýsýldamayý blokladýðýnda birine birþey fýsýldayamazsýn.	SNA
CATEGORY_ARMOR_ARMOR_BODY	Zýrhlar
CATEGORY_ARMOR_ARMOR_GLOVE	Eldiven
CATEGORY_ARMOR_ARMOR_HEAD	Miðferler
CATEGORY_ARMOR_ARMOR_SHIELD	Kalkanlar
CATEGORY_COSTUMES	Kostümler
CATEGORY_COSTUMES_COSTUME_BODY	Kostümler
CATEGORY_COSTUMES_COSTUME_HAIR	Saç Modelleri
CATEGORY_COSTUMES_COSTUME_WEAPON	Silah Görünümleri
CATEGORY_COSTUMES_ETC	Diðerleri
CATEGORY_COSTUMES_SASH	Omuz Kuþaklarý
CATEGORY_DRAGON_STONE	Ejderha Taþý Simyasý
CATEGORY_DRAGON_STONE_DRAGON_DIAMOND	Elmas
CATEGORY_DRAGON_STONE_DRAGON_GARNET	Grena
CATEGORY_DRAGON_STONE_DRAGON_JADE	Yeþim
CATEGORY_DRAGON_STONE_DRAGON_ONYX	Oniks
CATEGORY_DRAGON_STONE_DRAGON_RUBY	Yakut
CATEGORY_DRAGON_STONE_DRAGON_SAPPHIRE	Safir
CATEGORY_DRAGON_STONE_ETC	Diðerleri
CATEGORY_EQUIPMENT_ARMOR	Ekipmanlar
CATEGORY_EQUIPMENT_JEWELRY	Mücevher
CATEGORY_EQUIPMENT_WEAPON	Silahlar
CATEGORY_ETC	Diðerleri
CATEGORY_ETC_ETC	Diðerleri
CATEGORY_ETC_EVENT	Etkinlik Eþyalarý
CATEGORY_ETC_GIFTBOX	Sandýklar | Kutular
CATEGORY_ETC_MATRIMORY	Düðün
CATEGORY_ETC_PARTI	Savaþ Becerisi Kitaplarý
CATEGORY_ETC_POLYMORPH	Dönüþüm Küreleri
CATEGORY_ETC_RECIPE	Ýksir Oluþturma
CATEGORY_ETC_SEAL	Ruha Baðlama
CATEGORY_FISHING_PICK	Balýkçýlýk | Madencilik
CATEGORY_FISHING_PICK_EQUIPMENT_PICK	Kazmalar
CATEGORY_FISHING_PICK_ETC	Diðerleri
CATEGORY_FISHING_PICK_FISHING_POLE	Oltalar
CATEGORY_FISHING_PICK_FOOD	Balýklar
CATEGORY_FISHING_PICK_PICK_BOOK	Madencilik Rehberleri
CATEGORY_FISHING_PICK_STONE	Cevherler
CATEGORY_JEWELRY_ARMOR_EAR	Küpeler
CATEGORY_JEWELRY_ARMOR_FOOTS	Ayakkabýlar
CATEGORY_JEWELRY_ARMOR_NECK	Kolyeler
CATEGORY_JEWELRY_ARMOR_PENDANT	Týlsým
CATEGORY_JEWELRY_ARMOR_WRIST	Bilezikler
CATEGORY_JEWELRY_ITEM_BELT	Kemerler
CATEGORY_MOUNT_PET	Binekler | Petler
CATEGORY_MOUNT_PET_CHARGED_PET	Petler
CATEGORY_MOUNT_PET_EGG	Pet Yumurtalarý
CATEGORY_MOUNT_PET_FREE_PET	Seviye Atlayabilen Petler
CATEGORY_MOUNT_PET_MOUNT	Binekler
CATEGORY_POTION	Ýksirler
CATEGORY_POTION_ABILITY	Kullaným Mallarý
CATEGORY_POTION_ETC	Diðerleri
CATEGORY_POTION_HAIRDYE	Saç Renkleri
CATEGORY_SKILL	Beceriler
CATEGORY_SKILL_BOOK_OF_OBLIVION	Unutkanlýk Kitaplarý
CATEGORY_SKILL_ETC	Diðerleri
CATEGORY_SKILL_HORSE_SKILL_BOOK	At beceri kitabý
CATEGORY_SKILL_PAHAE	Misilleme | Güçlendirme
CATEGORY_SKILL_SKILL_BOOK	Beceri Kitaplarý
CATEGORY_TUNING	Geliþtirmeler
CATEGORY_TUNING_ETC	Diðerleri
CATEGORY_TUNING_RESOURCE	Malzemeler
CATEGORY_TUNING_STONE	Zihin Taþlarý
CATEGORY_UNIQUE	Özel Eþyalar
CATEGORY_UNIQUE_ABILITY	Tüketim Mallarý
CATEGORY_UNIQUE_ETC	Diðerleri
CATEGORY_WEAPON_WEAPON_ARROW	Oklar
CATEGORY_WEAPON_WEAPON_BELL	Çanlar
CATEGORY_WEAPON_WEAPON_BOW	Yaylar
CATEGORY_WEAPON_WEAPON_CLAW	Pençe
CATEGORY_WEAPON_WEAPON_DAGGER	Hançerler
CATEGORY_WEAPON_WEAPON_FAN	Yelpazeler
CATEGORY_WEAPON_WEAPON_MOUNT_SPEAR	Mýzraklar
CATEGORY_WEAPON_WEAPON_QUIVER	Ok Çantalarý
CATEGORY_WEAPON_WEAPON_SWORD	Tek Elli Silah
CATEGORY_WEAPON_WEAPON_TWO_HANDED	Çift Elli Silahlar
CHANGE_ALREADY_REGISTER	[Yansýtma] Bu nesne kaydedildi.
CHANGE_LOOK_CHANGE_ITEM	Bu nesneyi yansýtmak istiyor musun?
CHANGE_LOOK_CHECK_OUT_REGISTER_ITEM	[Yansýtma] Lütfen önce yansýtmanýn uygulanacaðý nesneyi kaldýr.
CHANGE_LOOK_COST	Yansýtmanýn fiyatý: %s Yang
CHANGE_LOOK_DEL_ITEM	Kaldýrýlan nesne silinir.
CHANGE_LOOK_DO_NOT_CHANGE_LOOK_ITEM	[Yansýtma] Bu nesne yansýtýlamaz.
CHANGE_LOOK_DO_NOT_EQUIP_ITEM	[Yansýtma] Nesneyi kuþanmýþ durumdayken onu yansýtamazsýn.
CHANGE_LOOK_DO_NOT_REGISTER_ITEM	[Yansýtma] Bu nesne kaydedilemez.
CHANGE_LOOK_DO_NOT_SEAL_ITEM	[Yansýtma] Bu nesne ruha baðlý.
CHANGE_LOOK_INSERT_CHANGE_LOOK_ITEM	[Yansýtma] Lütfen yansýtmak istediðin nesneyi kaydet.
CHANGE_LOOK_INSERT_ITEM	[Yansýtma] Önce nesneyi kaydetmelisin.
CHANGE_LOOK_NEED_MONEY	Ya yeterli Yang'a sahip deðilsin ya da yeterli nesnen yok.
CHANGE_LOOK_OPEN_OTHER_WINDOW	[Yansýtma] "Yansýtma" penceresi açýkken bu iþlem yapýlamaz.
CHANGE_LOOK_TITLE	Yansýtma
CHANGE_LOOK_TITLE2	Binek dönüþümü
CHANGE_PET_PLEASE_APPEND_FIRST	Ýlk önce pet seçilmeli
CHANGE_TOOLTIP2_LINE1	Sola hedef nesneyi, saða da malzemeyi yerleþtir.
CHANGE_TOOLTIP2_LINE2	Yang veya dönüþüm markasý kullanarak bineðinin görünümünü deðiþtirmek için onay iþaretini týkla.
CHANGE_TOOLTIP2_LINE3	Bir dönüþüm markasý ile Yang kullanmadan bineðinin görünümünü deðiþtirebilirsin. (Marka bu esnada imha edilir.)
CHANGE_TOOLTIP2_LINE4	Bineðinin görünümü belirli bir sürede deðiþtirilirse, orijinal süre kalýr.
CHANGE_TOOLTIP2_LINE5	Bineðin kalýcý ve malzeme bineðin bir süresinin olmasý durumunda binek, malzeme bineðin süresi boyunca, deðiþtirilen görünüme sahip olur.
CHANGE_TOOLTIP_LINE1	Üzerine yansýtýlmasýný istediðin nesneyi sola koy.
CHANGE_TOOLTIP_LINE2	Diðer nesneyi saða koy.
CHANGE_TOOLTIP_LINE3	Soldaki nesnenin görünümü
CHANGE_TOOLTIP_LINE4	Yansýtma'yý (V) onayladýðýn ve senden Yang çekildiði takdirde deðiþir.
CHANGE_TOOLTIP_LINE5	Bu nesneyi kullandýðýnda,
CHANGE_TOOLTIP_LINE6	Yang kullanmadan eþyaný yansýtabilirsin.
CHANGE_TOOLTIP_TITLE	Yansýtma
CHANNEL	Kanal
CHANNELING_CANNOT_LOGOUT	Kaydolma ekranýna tekrar dönemezsiniz.
CHANNEL_EMPTY_SERVER	Sunucu yok
CHANNEL_NORMAL	Kanal %d
CHANNEL_NOTIFY_FULL	Bu kanal dolu! Lütfen baþka bir kanal seçiniz.
CHANNEL_NOT_FIND_INFO	Kanal üzerinden herhangi bir bilgiye ulaþýlamadý.
CHANNEL_PVP	Serbest düello
CHANNEL_SELECT_CHANNEL	Kanal Seç
CHANNEL_SELECT_REGION	Bölge seç.
CHANNEL_SELECT_SERVER	Sunucu seç
CHANNEL_STATUS_BUSY	Kalabalýk
CHANNEL_STATUS_FULL	Dolu
CHANNEL_STATUS_OFFLINE	Bilinmeyen
CHANNEL_STATUS_RECOMMENDED	Tavsiye edilen
CHANNEL_STATUS_VACANT	Boþ
CHANNEL_TEST_SERVER	Sunucuyu test et
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Karakter oluþtur
CHARACTER_NAME	Ýsim
CHARACTER_SELECT_MODE	Karakter seç
CHAT_ALL	Genel
CHAT_BLOCK	Blok
CHAT_DICE_INFO	Atýþ
CHAT_GUILD	Lonca
CHAT_INFORMATION	Bilgi
CHAT_INSULT_STRING	Bu cümle yanlýþ kelimeler içeriyor.
CHAT_LOG	Eski mesajý göster[L]
CHAT_LOG_TITLE	Sohbet Protokolü
CHAT_NORMAL	Normal
CHAT_NOTICE	Sunucu
CHAT_PARTY	Grup
CHAT_SEND_CHAT	Sohbet yolla
CHAT_SEND_MEMO	Fýsýltý gönder[Shift+Enter]
CHAT_SHOUT	Baðýrmak
CHAT_SHOUT_LIMIT	15 saniyede bir baðýrabilirsiniz.
CHAT_WHISPER	Fýsýldama
CHEQUE_SYSTEM_DO_NOT_DROP_MONEY	Para düþüremezsin.
GAME_PICK_CHEQUE	%d Won aldiniz.
CHEQUE_SYSTEM_SELL_PRICE	[Satýþ Fiyatý]
CHEQUE_SYSTEM_UNIT_CHEQUE	Won
CHEQUE_SYSTEM_UNIT_GEM	Gem
CHEQUE_SYSTEM_UNIT_YANG	Yang
CHEQUE_SYSTEM_WON	%s Won
CHEQUE_SYSTEM_YANG	%s Yang
COMB_ALREADY_APPEND	
COMB_CANT_APPEND_ITEM	No se puede utilizar este objeto.
COMB_CANT_APPEND_SEALED_ITEM	No puedes usar objetos que se encuentren bajo el efecto de la Unión al alma.
COMB_COST	Precio: %s
COMB_IS_CONTINUE_PROCESS	¿Quieres continuar?
COMB_NOTICE	No puedes abrir una tienda privada mientras canjeas libros.
COMB_NOTICE_NOT_OPEN	No puedes canjear libros si has abierto una tienda privada.
COMB_NOT_ALL_SLOT_APPEND_ITEM	Necesitas un segundo atuendo para poder transferir las bonificaciones.
COMB_NOT_FULL_BOOK	No, así no vamos a hacer negocios. Como ya te expliqué, solamente canjeo libros si me puedes traer al menos 10 de ellos.
COMB_NOT_ITEM_IN_INVENTORY	No puedes utilizar un objeto equipado.
COMB_NOT_MEDIUM_ITEM	No se puede utilizar este objeto.
COMB_WILL_REMOVE_MATERIAL	Se ha destruido el atuendo 2.
CREATE_ERROR_GM_NAME	No tienes permitido usar 'GM' en el nombre de tu personaje.
CREATE_ERROR_INSULT_NAME	Este nombre es inválido.
CREATE_ERROR_LIMIT_LEVEL	Tu personaje tiene que haber alcanzado el nivel 80 como mínimo.
CREATE_ERROR_TIME_LIMIT	Puedes crear un personaje cada 30 segundos.
CREATE_ERROR_WRONG_STRING	Este nombre de personaje no es válido.
CREATE_EXIST_SAME_NAME	Alguien ya está usando este nombre de personaje.
CREATE_FAILURE	No puedes crear el personaje.
CREATE_FULL	No puedes crear más personajes.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Ýsmi gir.
CREATE_PLUS_STAT	Hala statü puanýn var.
CUBE_CATEGORY_ACCESSORY	Mücevher
CUBE_CATEGORY_ARMOR	Zýrh
CUBE_CATEGORY_ARMOR_GLOVE	Eldiven
CUBE_CATEGORY_BELT	Kemer
CUBE_CATEGORY_ETC	Vs.
CUBE_CATEGORY_EVENT	Etkinlik
CUBE_CATEGORY_JOB	Sýnýf
CUBE_CATEGORY_PET	Pet
CUBE_CATEGORY_SETADD_ARMOR	Set zýrhý oluþtur
CUBE_CATEGORY_SETADD_HELMET	Set kaský oluþtur
CUBE_CATEGORY_SETADD_WEAPON	Set silahý oluþtur
CUBE_CATEGORY_WEAPON	Silah
CUBE_CATEGOR_SKILL_BOOK	Beceri Kitabý
CUBE_LIST_TEXT_ITEM_INFO	%s ( %d%% )
CUBE_LIST_TEXT_MAKE_QUANTITY	[%d]
CUBE_MAKE_CONFIRM_QUESTION_1	Kullanýlan minimum bir eþya çok deðerli (%d üzerinde bonusu var).
CUBE_MAKE_CONFIRM_QUESTION_2	Durumunu sýfýrlamak istediðinden emin misin?
CUBE_NOT_ENOUGH_GEM	Yetersiz Gaya.
CUBE_NOT_ENOUGH_GOLD	Üretim için yetersiz Yang.
CUBE_NOT_ENOUGH_MATERIAL	Üretim için yetersiz malzeme.
CUBE_PLEASE_SELECT	Nesne seçilmedi.
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	Kalan süre: {0} ~ {1} saat
CZ_REWARD_QUESTION_COMPLETE	Bu alaný bozdurmak mý istiyorsun?
CZ_REWARD_TOOLTIP_10GAN	Zodyak Niþanlarý
CZ_REWARD_TOOLTIP_10GAN_COUNT	Envanterdeki Miktar
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Gerekli Miktar
CZ_REWARD_TOOLTIP_12ZI	Bekçi Niþanlarý
CZ_REWARD_TOOLTIP_12ZI_COUNT	Envanterdeki Miktar
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Gerekli Miktar
CZ_REWARD_TOOLTIP_ALL_BOX	Yýldýz Hazinesi
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Yýldýz hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Aventurin hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Aureolin hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_COMPLETABLE	Bozdur
CZ_REWARD_TOOLTIP_GREEN_BOX	Aventurin Hazinesi
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Bozdurulan Aventurin hazinesi: %d
CZ_REWARD_TOOLTIP_WEEKLY	Gün
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Cuma
CZ_REWARD_TOOLTIP_WEEKLY_MON	Pazartesi
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Cumartesi
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Cumartesi/Pazar
CZ_REWARD_TOOLTIP_WEEKLY_THU	Perþembe
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Salý
CZ_REWARD_TOOLTIP_WEEKLY_WED	Çarþamba
CZ_REWARD_TOOLTIP_YELLOW_BOX	Aureolin Hazinesi
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Bozdurulan Aureolin hazinesi: %d
DAY	g
DETAILS_1	Fza. c. mediohumanos
DETAILS_2	Res. a mediohumanos
DETAILS_3	Fuerza contra orcos
DETAILS_4	Fza. c. muertos viv.
DETAILS_5	Fuerza c. monstruos
DETAILS_6	Fza. c. mon. zodíaco
DETAILS_7	Fuerza c. animales
DETAILS_8	Fuerza c. esotéricos
DETAILS_9	Fuerza c. demonios
DETAILS_10	Fza. c. mon. desier.
DETAILS_11	Fuerza c. insectos
DETAILS_12	Valor de ataque
DETAILS_13	Valor de defensa
DETAILS_14	Daño medio
DETAILS_15	Res. a daño medio
DETAILS_16	Daño de habilidad
DETAILS_17	Resist. daño de habilidad
DETAILS_18	At. mág./cpo. a cpo.
DETAILS_19	Ataque mágico
DETAILS_20	Prob. golpe crítico
DETAILS_21	Golpe perforador
DETAILS_22	Res. a golpe crítico
DETAILS_23	Res. a golpe perf.
DETAILS_24	Res. a relámpago
DETAILS_25	Resistencia a hielo
DETAILS_26	Res. a oscuridad
DETAILS_27	Resistencia a fuego
DETAILS_28	Resistencia a viento
DETAILS_29	Resistencia a tierra
DETAILS_30	Poder del relámpago
DETAILS_31	Poder del hielo
DETAILS_32	Poder de oscuridad
DETAILS_33	Poder del fuego
DETAILS_34	Poder del viento
DETAILS_35	Poder de la tierra
DETAILS_36	Fza. c. Guerreros
DETAILS_37	Fuerza contra Ninjas
DETAILS_38	Fuerza contra Suras
DETAILS_39	Fuerza c. Chamanes
DETAILS_40	Fuerza c. Lícanos
DETAILS_41	Defensa c. Guerreros
DETAILS_42	Defensa c. Ninjas
DETAILS_43	Defensa contra Suras
DETAILS_44	Defensa c. Chamanes
DETAILS_45	Defensa c. Lícanos
DETAILS_46	Defensa c. espadas
DETAILS_47	Defensa c. dos manos
DETAILS_48	Defensa contra dagas
DETAILS_49	Defensa c. garras
DETAILS_50	Defensa c. campanas
DETAILS_51	Defensa c. abanicos
DETAILS_52	Defensa c. flechas
DETAILS_53	Probabilidad desmayo
DETAILS_54	Probabilidad retardo
DETAILS_55	Prob. envenenamiento
DETAILS_56	Resistencia a veneno
DETAILS_57	Ataque de sangrado
DETAILS_58	Res. a at. sangrado
DETAILS_59	Robo de vida
DETAILS_60	Robo de SP
DETAILS_61	Restauración de HP
DETAILS_62	Restauración de SP
DETAILS_63	Bloquear ataque
DETAILS_64	Evasión de flechas
DETAILS_65	Reflec. cpo. a cpo.
DETAILS_66	Restau. HP al matar
DETAILS_67	Restau. SP al matar
DETAILS_68	EXP doble
DETAILS_69	Yang doble
DETAILS_70	Probabilidad botín
DETAILS_71	Valor de ataque
DETAILS_72	Defensa
DETAILS_73	EXP
DETAILS_74	Probabilidad botín
DETAILS_75	Yang doble
DETAILS_76	Resistencia a magia
DETAILS_77	Rompemagia
DETAILS_80	Fuerza c.  metin
DETAILS_81	Fuerza c. jefes
DETAILS_ATTBONUS_BELL	Fractura de campana
DETAILS_ATTBONUS_BOW	Fractura de flecha
DETAILS_ATTBONUS_CLAW	Fractura de garra
DETAILS_ATTBONUS_DAGGER	Fractura de daga
DETAILS_ATTBONUS_FAN	Fractura de abanico
DETAILS_ATTBONUS_SWORD	Fractura de espada
DETAILS_ATTBONUS_TWOHAND	Fractura de arma a dos manos
DETAILS_CATE_1	Daño/Defensa
DETAILS_CATE_2	Boni. elementales
DETAILS_CATE_3	Boni. de clase
DETAILS_CATE_4	Boni. de arma
DETAILS_CATE_5	Otras bonificaciones
DETAILS_CATE_6	Boni. especiales
DETAILS_RESIST_MOUNT_FALL	Resistencia contra caída
DETAILS_TITLE	Detalles
DETAILS_TOOLTIP_1	Fuerza contra mediohumanos: provoca más daños a mediohumanos.
DETAILS_TOOLTIP_10	Fuerte contra monstruos del desierto: causa más daño a monstruos del desierto.
DETAILS_TOOLTIP_11	Fuerte contra insectos: causa más daño a insectos.
DETAILS_TOOLTIP_12	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_13	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_14	Aumenta el daño medio que provocas en tus enemigos al atacar.
DETAILS_TOOLTIP_15	Resistencia contra daño medio: reduce el daño que sufres con un ataque.
DETAILS_TOOLTIP_16	Aumenta el daño que provoca una habilidad.
DETAILS_TOOLTIP_17	Resistencia contra daño de habilidad: reduce el daño que te provoca una habilidad.
DETAILS_TOOLTIP_18	Aumentan tanto el valor de ataque físico como el mágico.
DETAILS_TOOLTIP_19	Aumenta el daño que provocas a los enemigos con un ataque mágico.
DETAILS_TOOLTIP_2	Resistencia contra mediohumanos: reduce el daño que se sufre de mediohumanos.
DETAILS_TOOLTIP_20	Aumenta la probabilidad de lograr un golpe crítico.
DETAILS_TOOLTIP_21	Probabilidad de golpe penetrante: aumenta la probabilidad de provocar un golpe penetrante.
DETAILS_TOOLTIP_22	Resistencia contra golpe crítico: reduce el daño que provoca un golpe crítico.
DETAILS_TOOLTIP_23	Resistencia contra golpe penetrante: reduce el daño que provoca un golpe penetrante.
DETAILS_TOOLTIP_24	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_25	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_26	Resistencia contra la oscuridad: reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_27	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_28	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_29	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_3	Fuerza contra orcos: causa más daño a orcos.
DETAILS_TOOLTIP_30	Aumenta el daño que causas gracias al poder del relámpago.
DETAILS_TOOLTIP_31	Aumenta el daño que causas gracias al poder del hielo.
DETAILS_TOOLTIP_32	Aumenta el daño que causas gracias al poder de la oscuridad.
DETAILS_TOOLTIP_33	Aumenta el daño que causas gracias al poder del fuego.
DETAILS_TOOLTIP_34	Aumenta el daño que causas gracias al poder del viento.
DETAILS_TOOLTIP_35	Aumenta el daño que causas gracias al poder de la tierra.
DETAILS_TOOLTIP_36	Fuerza contra Guerreros: causa más daño a Guerreros.
