AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
ATTR_6TH_7TH_TOTAL_SUCCESS_PERCENT	Erfolgswahrscheinlichkeit: %.1f%%
AUTO_TOOLTIP_CLEAR	Reset
AUTO_TOOLTIP_LINE1	Skills: Select skills for combat and drag them into the slots. (Premium)
AUTO_TOOLTIP_LINE2	Hint: You can change the activation interval (in seconds) below each skill.
AUTO_TOOLTIP_LINE3	Potions: Select potions for combat and drag them into the slots. (Premium)
AUTO_TOOLTIP_LINE4	Hint: HP and SP potions will be activated as soon as the level falls below the % value shown below each potion.
AUTO_TOOLTIP_LINE5	Note: automatic use of skills, potions and resurrection can be activated in the item shop.
AUTO_TOOLTIP_TITLE	Auto-Hunting Help
BATTLE_POINT	Combat Points
CANNOT_ATTACK_DEST_IN_SAFE	The combatant is too far away.
CANNOT_ATTACK_SELF_IN_SAFE	I cannot attack my opponent from here.
CANNOT_DOING_PRIVATE_SHOP_OPEN	You cannot do anything else while you have a private shop open.
CANNOT_EQUIP_IN_EXCHANGE	You cannot change your equipment whilst trading.
CANNOT_EQUIP_IN_SHOP	You cannot change your equipment whilst trading.
CANNOT_OPEN_PRIVATE_SHOP_IN_SAFE_AREA	You cannot open a private shop in a public area.
CANNOT_SHOOT_DEST_IN_SAFE	The enemy is too far away.
CANNOT_SHOOT_EMPTY_ARROW	I need an arrow.
CANNOT_SHOOT_SELF_IN_SAFE	I cannot attack my opponent from here.
CANNOT_SKILL_APPROACH	I am sure that I cannot get any closer.
CANNOT_SKILL_ATTACK	I cannot attack that.
CANNOT_SKILL_BLUE	You cannot use Indigo Wolf Soul when Crimson Wolf Soul is active.
CANNOT_SKILL_DEST_IN_SAFE	The opponent is too far away.
CANNOT_SKILL_EQUIP_FISHING_ROD	You cannot fish without a fishing rod equipped.
CANNOT_SKILL_HAVE_TO_RIDE	I need a Horse to be able to use this.
CANNOT_SKILL_NEED_EMPTY_BOTTLE	I do not have an empty bottle.
CANNOT_SKILL_NEED_POISON_BOTTLE	I do not have a Poison Bottle.
CANNOT_SKILL_NEED_TARGET	Who is the target?
CANNOT_SKILL_NOT_ENOUGH_HP	I do not have enough HP!
CANNOT_SKILL_NOT_ENOUGH_SP	I do not have enough SP!
CANNOT_SKILL_NOT_HORSE_SKILL	I cannot use this whilst riding.
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	I cannot use this skill with this weapon.
CANNOT_SKILL_NOT_YET_LEARN	I have not learned this skill.
CANNOT_SKILL_ONLY_FOR_ALLIANCE	This only affects group members.
CANNOT_SKILL_ONLY_FOR_CORPSE	This only affects dead people.
CANNOT_SKILL_RED	You cannot use Crimson Wolf Soul when Indigo Wolf Soul is active.
CANNOT_SKILL_REMOVE_FISHING_ROD	I cannot use this skill with a Fishing Pole.
CANNOT_SKILL_SELF_IN_SAFE	I cannot attack from here.
CANNOT_SKILL_USE_SELF	I cannot use this on myself.
CANNOT_SKILL_WAIT_COOLTIME	I cannot use this skill yet.
CANNOT_USE	You cannot use this.
CANNOT_WHISPER_DEST_REFUSE	%s has blocked whispering.	SA
CANNOT_WHISPER_NOT_LOGON	%s is not online.	SA
CANNOT_WHISPER_SELF_REFUSE	You cannot whisper something to someone when you have completely blocked whispering.	SNA
CATEGORY_ARMOR_ARMOR_BODY	Armour
CATEGORY_ARMOR_ARMOR_GLOVE	Gloves
CATEGORY_ARMOR_ARMOR_HEAD	Helmets
CATEGORY_ARMOR_ARMOR_SHIELD	Shields
CATEGORY_COSTUMES	Costumes
CATEGORY_COSTUMES_COSTUME_BODY	Costumes
CATEGORY_COSTUMES_COSTUME_HAIR	Hairstyles
CATEGORY_COSTUMES_COSTUME_WEAPON	Weapon Skins
CATEGORY_COSTUMES_ETC	Other
CATEGORY_COSTUMES_SASH	Shoulder Sashes
CATEGORY_DRAGON_STONE	Dragon Stone Alchemy
CATEGORY_DRAGON_STONE_DRAGON_DIAMOND	Diamond
CATEGORY_DRAGON_STONE_DRAGON_GARNET	Garnet
CATEGORY_DRAGON_STONE_DRAGON_JADE	Jade
CATEGORY_DRAGON_STONE_DRAGON_ONYX	Onyx
CATEGORY_DRAGON_STONE_DRAGON_RUBY	Ruby
CATEGORY_DRAGON_STONE_DRAGON_SAPPHIRE	Sapphire
CATEGORY_DRAGON_STONE_ETC	Other
CATEGORY_EQUIPMENT_ARMOR	Equipment
CATEGORY_EQUIPMENT_JEWELRY	Jewellery
CATEGORY_EQUIPMENT_WEAPON	Weapons
CATEGORY_ETC	Other
CATEGORY_ETC_ETC	Other
CATEGORY_ETC_EVENT	Event Items
CATEGORY_ETC_GIFTBOX	Chests | Boxes
CATEGORY_ETC_MATRIMORY	Marriage
CATEGORY_ETC_PARTI	Art of War Books
CATEGORY_ETC_POLYMORPH	Polymorph Marbles
CATEGORY_ETC_RECIPE	Potion Production
CATEGORY_ETC_SEAL	Soulbinding
CATEGORY_FISHING_PICK	Fishing | Mining
CATEGORY_FISHING_PICK_EQUIPMENT_PICK	Pickaxes
CATEGORY_FISHING_PICK_ETC	Other
CATEGORY_FISHING_PICK_FISHING_POLE	Fishing Rods
CATEGORY_FISHING_PICK_FOOD	Fish
CATEGORY_FISHING_PICK_PICK_BOOK	Mining Guides
CATEGORY_FISHING_PICK_STONE	Ores
CATEGORY_JEWELRY_ARMOR_EAR	Earrings
CATEGORY_JEWELRY_ARMOR_FOOTS	Shoes
CATEGORY_JEWELRY_ARMOR_NECK	Necklaces
CATEGORY_JEWELRY_ARMOR_PENDANT	Talisman
CATEGORY_JEWELRY_ARMOR_WRIST	Bracelets
CATEGORY_JEWELRY_ITEM_BELT	Belts
CATEGORY_MOUNT_PET	Mounts | Pets
CATEGORY_MOUNT_PET_CHARGED_PET	Pets
CATEGORY_MOUNT_PET_EGG	Pet Eggs
CATEGORY_MOUNT_PET_FREE_PET	Evolvable Pets
CATEGORY_MOUNT_PET_MOUNT	Mounts
CATEGORY_POTION	Potions
CATEGORY_POTION_ABILITY	Consumables
CATEGORY_POTION_ETC	Other
CATEGORY_POTION_HAIRDYE	Hair Dyes
CATEGORY_SKILL	Skills
CATEGORY_SKILL_BOOK_OF_OBLIVION	Books of Forgetfulness
CATEGORY_SKILL_ETC	Other
CATEGORY_SKILL_HORSE_SKILL_BOOK	Horse Skill Book
CATEGORY_SKILL_PAHAE	Ward | Boost
CATEGORY_SKILL_SKILL_BOOK	Skill Books
CATEGORY_TUNING	Upgrades
CATEGORY_TUNING_ETC	Other
CATEGORY_TUNING_RESOURCE	Materials
CATEGORY_TUNING_STONE	Spirit Stones
CATEGORY_UNIQUE	Special Items
CATEGORY_UNIQUE_ABILITY	Consumables
CATEGORY_UNIQUE_ETC	Other
CATEGORY_WEAPON_WEAPON_ARROW	Arrows
CATEGORY_WEAPON_WEAPON_BELL	Bells
CATEGORY_WEAPON_WEAPON_BOW	Bows
CATEGORY_WEAPON_WEAPON_CLAW	Claws
CATEGORY_WEAPON_WEAPON_DAGGER	Daggers
CATEGORY_WEAPON_WEAPON_FAN	Fans
CATEGORY_WEAPON_WEAPON_MOUNT_SPEAR	Spears
CATEGORY_WEAPON_WEAPON_QUIVER	Quivers
CATEGORY_WEAPON_WEAPON_SWORD	One-handed Weapons
CATEGORY_WEAPON_WEAPON_TWO_HANDED	Two-handed Weapons
CHANGE_ALREADY_REGISTER	[Transmutation] This item has already been submitted.
CHANGE_LOOK_CHANGE_ITEM	Do you want to transmute this item?
CHANGE_LOOK_CHECK_OUT_REGISTER_ITEM	[Transmutation] Please first remove the item which you want to transmute.
CHANGE_LOOK_COST	Cost of transmutation: %s Yang
CHANGE_LOOK_DEL_ITEM	The absorbed item will be deleted.
CHANGE_LOOK_DO_NOT_CHANGE_LOOK_ITEM	[Transmutation] This item cannot be transmuted.
CHANGE_LOOK_DO_NOT_EQUIP_ITEM	[Transmutation] You cannot transmute an item while it is equipped.
CHANGE_LOOK_DO_NOT_REGISTER_ITEM	[Transmutation] You cannot submit this item.
CHANGE_LOOK_DO_NOT_SEAL_ITEM	[Transmutation] The item is soulbound.
CHANGE_LOOK_INSERT_CHANGE_LOOK_ITEM	[Transmutation] Please submit the item you want to transmute.
CHANGE_LOOK_INSERT_ITEM	[Transmutation] You must submit the item first.
CHANGE_LOOK_NEED_MONEY	You either have insufficient Yang or insufficient items.
CHANGE_LOOK_OPEN_OTHER_WINDOW	[Transmutation] This action is not possible while the Transmutation window is open.
CHANGE_LOOK_TITLE	Transmutation
CHANGE_LOOK_TITLE2	Mount Transformation
CHANGE_PET_PLEASE_APPEND_FIRST	The pet must be selected first.
CHANGE_TOOLTIP2_LINE1	Add the target item on the left and the material on the right.
CHANGE_TOOLTIP2_LINE2	Click the tick to use Yang or a Transformation Token and alter your mount's appearance.
CHANGE_TOOLTIP2_LINE3	Using a Transformation Token changes the appearance of your mount without costing any Yang (this consumes the token).
CHANGE_TOOLTIP2_LINE4	If changing the appearance of a mount with a duration, the mount's duration remains unchanged.
CHANGE_TOOLTIP2_LINE5	If the target mount is permanent and the material mount has a duration, the mount will maintain the changed appearance for the duration of the material mount.
CHANGE_TOOLTIP_LINE1	Place the item you want to transmute on the left.
CHANGE_TOOLTIP_LINE2	Place the other item on the right.
CHANGE_TOOLTIP_LINE3	The appearance of the item on the left will change
CHANGE_TOOLTIP_LINE4	once you confirm the transmutation (V) and pay the Yang.
CHANGE_TOOLTIP_LINE5	Using this item allows you
CHANGE_TOOLTIP_LINE6	to transmute your item without spending Yang.
CHANGE_TOOLTIP_TITLE	Transmutation
CHANNEL	Channel
CHANNELING_CANNOT_LOGOUT	You cannot go back to the login screen.
CHANNEL_EMPTY_SERVER	No server
CHANNEL_NORMAL	Channel %d
CHANNEL_NOTIFY_FULL	This channel is full! Please choose another one.
CHANNEL_NOT_FIND_INFO	No information found via the Channel.
CHANNEL_PVP	Free duel
CHANNEL_SELECT_CHANNEL	Choose the channel
CHANNEL_SELECT_REGION	Choose region.
CHANNEL_SELECT_SERVER	Choose server
CHANNEL_STATUS_BUSY	Busy
CHANNEL_STATUS_FULL	Full
CHANNEL_STATUS_OFFLINE	Unknown
CHANNEL_STATUS_RECOMMENDED	Recommended
CHANNEL_STATUS_VACANT	Low
CHANNEL_TEST_SERVER	Test server
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Create character
CHARACTER_NAME	Name
CHARACTER_SELECT_MODE	Select character
CHAT_ALL	All
CHAT_BLOCK	Block
CHAT_DICE_INFO	Throw
CHAT_GUILD	Guild
CHAT_INFORMATION	Info
CHAT_INSULT_STRING	This sentence has invalid words in it.
CHAT_LOG	Show old messages [L]
CHAT_LOG_TITLE	Chat-log
CHAT_NORMAL	Normal
CHAT_NOTICE	Server
CHAT_PARTY	Group
CHAT_SEND_CHAT	Send chat
CHAT_SEND_MEMO	Send whisper [Shift+Enter]
CHAT_SHOUT	Call
CHAT_SHOUT_LIMIT	You can only call every 15 seconds.
CHAT_WHISPER	Whispering
CHEQUE_SYSTEM_DO_NOT_DROP_MONEY	You cannot drop money.
GAME_PICK_CHEQUE	You have received %d Won.
CHEQUE_SYSTEM_SELL_PRICE	[Sales price]
CHEQUE_SYSTEM_UNIT_CHEQUE	Won
CHEQUE_SYSTEM_UNIT_GEM	Gem
CHEQUE_SYSTEM_UNIT_YANG	Yang
CHEQUE_SYSTEM_WON	%s Won
CHEQUE_SYSTEM_YANG	%s Yang
COMB_ALREADY_APPEND	Dieser Gegenstand wurde bereits ausgewählt.
COMB_CANT_APPEND_ITEM	This item cannot be used.
COMB_CANT_APPEND_SEALED_ITEM	You cannot use any soulbound items.
COMB_COST	Price: %s
COMB_IS_CONTINUE_PROCESS	Do you want to continue?
COMB_NOTICE	Du kannst keinen privaten Laden öffnen, während du Bücher tauschen möchtest.
COMB_NOTICE_NOT_OPEN	Du kannst keine Bücher tauschen, wenn du einen privaten Laden geöffnet hast.
COMB_NOT_ALL_SLOT_APPEND_ITEM	Du benötigst Original, Empfänger sowie das Transfer-Item, um Boni übertragen zu können.
COMB_NOT_FULL_BOOK	Nein, so werden wir nicht ins Geschäft kommen. Wie ich dir bereits erklärt habe, tausche ich nur, wenn du mir 10 Bücher dafür gibst.
COMB_NOT_ITEM_IN_INVENTORY	You cannot use equipped items.
COMB_NOT_MEDIUM_ITEM	This item cannot be used.
COMB_WILL_REMOVE_MATERIAL	The source item will be destroyed on success.
CREATE_ERROR_GM_NAME	You are not allowed to use 'GM' in your character name.
CREATE_ERROR_INSULT_NAME	This name is invalid.
CREATE_ERROR_LIMIT_LEVEL	Your character must be at least level 80.
CREATE_ERROR_TIME_LIMIT	You can only create one character every 30 seconds.
CREATE_ERROR_WRONG_STRING	This character name is invalid.
CREATE_EXIST_SAME_NAME	Another character already has this name.
CREATE_FAILURE	Du kannst den Charakter nicht erstellen.
CREATE_FULL	Du kannst keinen weiteren Charakter mehr erstellen.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Gib den Namen ein.
CREATE_PLUS_STAT	Es sind noch Statuspunkte verfügbar.
CUBE_CATEGORY_ACCESSORY	Schmuck
CUBE_CATEGORY_ARMOR	Rüstung
CUBE_CATEGORY_ARMOR_GLOVE	Handschuhe
CUBE_CATEGORY_BELT	Gürtel
CUBE_CATEGORY_ETC	Etc.
CUBE_CATEGORY_EVENT	Event
CUBE_CATEGORY_JOB	Klasse
CUBE_CATEGORY_PET	Pet
CUBE_CATEGORY_SETADD_ARMOR	Set-Rüstung herstellen
CUBE_CATEGORY_SETADD_HELMET	Set-Helm herstellen
CUBE_CATEGORY_SETADD_WEAPON	Set-Waffe herstellen
CUBE_CATEGORY_WEAPON	Waffe
CUBE_CATEGOR_SKILL_BOOK	Fertigkeitsbuch
CUBE_LIST_TEXT_ITEM_INFO	%s (%d%%)
CUBE_LIST_TEXT_MAKE_QUANTITY	[%d]
CUBE_MAKE_CONFIRM_QUESTION_1	Mindestens ein verwendetes Item ist besonders wertvoll (hat mehr als %d Boni).
CUBE_MAKE_CONFIRM_QUESTION_2	Möchtest du wirklich fortfahren?
CUBE_NOT_ENOUGH_GEM	Du hast nicht genügend Gaya.
CUBE_NOT_ENOUGH_GOLD	Nicht genug Yang zur Herstellung.
CUBE_NOT_ENOUGH_MATERIAL	Nicht genug Material zur Herstellung.
CUBE_PLEASE_SELECT	Es wurden keine Gegenstände ausgewählt.
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	Verbleibende Zeit: {0} ~ {1} Stunden
CZ_REWARD_QUESTION_COMPLETE	Möchtest du dieses Feld einlösen?
CZ_REWARD_TOOLTIP_10GAN	Zodiakinsignien
CZ_REWARD_TOOLTIP_10GAN_COUNT	Anzahl im Inventar
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Erforderliche Anzahl
CZ_REWARD_TOOLTIP_12ZI	Wächterinsignien
CZ_REWARD_TOOLTIP_12ZI_COUNT	Anzahl im Inventar
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Erforderliche Anzahl
CZ_REWARD_TOOLTIP_ALL_BOX	Sternenschatz
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Klicke hier, um deinen Sternenschatz als Belohnung abzuholen.
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Klicke hier, um deinen Aventurinschatz als Belohnung abzuholen.
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Klicke hier, um deinen Aureolinschatz als Belohnung abzuholen.
CZ_REWARD_TOOLTIP_COMPLETABLE	Einlösen
CZ_REWARD_TOOLTIP_GREEN_BOX	Aventurinschatz
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Eingelöste Aventurinschätze: %d
CZ_REWARD_TOOLTIP_WEEKLY	Tag
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Freitag
CZ_REWARD_TOOLTIP_WEEKLY_MON	Montag
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Samstag
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Samstag/Sonntag
CZ_REWARD_TOOLTIP_WEEKLY_THU	Donnerstag
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Dienstag
CZ_REWARD_TOOLTIP_WEEKLY_WED	Mittwoch
CZ_REWARD_TOOLTIP_YELLOW_BOX	Aureolinschatz
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Eingelöste Aureolinschätze: %d
DAY	T
DETAILS_1	St. vs. Halbmenschen
DETAILS_2	Wid. vs. Halbmenschen
DETAILS_3	Stark vs. Orks
DETAILS_4	Stark vs. Untote
DETAILS_5	Stark vs. Monster
DETAILS_6	St. vs. Zodiakmonster
DETAILS_7	Stark vs. Tiere
DETAILS_8	Stark vs. Esoterische
DETAILS_9	Stark vs. Teufel
DETAILS_10	St. vs. Wüstenmonster
DETAILS_11	Stark vs. Insekten
DETAILS_12	Angriffswert
DETAILS_13	Verteidigungswert
DETAILS_14	Durchschnittsschaden
DETAILS_15	Wid. Durchschnittssch.
DETAILS_16	Fertigkeitsschaden
DETAILS_17	Widerstand Fertigkeitssch.
DETAILS_18	Magie-/Nahkampfangriff
DETAILS_19	Magischer Angriff
DETAILS_20	Krit. Trefferchance
DETAILS_21	Durchb. Treffer
DETAILS_22	Wid. krit. Treffer
DETAILS_23	Wid. durchb. Treffer
DETAILS_24	Blitzwiderstand
DETAILS_25	Eiswiderstand
DETAILS_26	Wid. vs. Dunkelheit
DETAILS_27	Feuerwiderstand
DETAILS_28	Windwiderstand
DETAILS_29	Erdwiderstand
DETAILS_30	Kraft der Blitze
DETAILS_31	Kraft des Eises
DETAILS_32	Kraft der Dunkelheit
DETAILS_33	Kraft des Feuers
DETAILS_34	Kraft des Windes
DETAILS_35	Kraft der Erde
DETAILS_36	Stark vs. Krieger
DETAILS_37	Stark vs. Ninja
DETAILS_38	Stark vs. Sura
DETAILS_39	Stark vs. Schamanen
DETAILS_40	Stark vs. Lykaner
DETAILS_41	Abwehr vs. Krieger
DETAILS_42	Abwehr vs. Ninja
DETAILS_43	Abwehr vs. Sura
DETAILS_44	Abw. vs. Schamanen
DETAILS_45	Abwehr vs. Lykaner
DETAILS_46	Schwertverteidigung
DETAILS_47	Zweihandverteidigung
DETAILS_48	Dolchverteidigung
DETAILS_49	Krallenverteidigung
DETAILS_50	Glockenverteidigung
DETAILS_51	Fächerverteidigung
DETAILS_52	Pfeilverteidigung
DETAILS_53	Ohnmachtschance
DETAILS_54	Verlangsamungschance
DETAILS_55	Vergiftungschance
DETAILS_56	Giftwiderstand
DETAILS_57	Blutungsangriff
DETAILS_58	Wid. Blutungsangriff
DETAILS_59	Lebensraub
DETAILS_60	MP-Raub
DETAILS_61	TP-Wiederherstellung
DETAILS_62	MP-Wiederherstellung
DETAILS_63	Angriff blocken
DETAILS_64	Pfeilangriff ausweichen
DETAILS_65	Nahkampftr. reflekt.
DETAILS_66	TP-Wdsg. beim Töten
DETAILS_67	MP-Wdsg. beim Töten
DETAILS_68	2-fach EXP
DETAILS_69	2-fach Yang
DETAILS_70	Dropchance
DETAILS_71	Angriffswert
DETAILS_72	Verteidigung
DETAILS_73	EXP
DETAILS_74	Dropchance
DETAILS_75	2-fach Yang
DETAILS_76	Magiewiderstand
DETAILS_77	Magiebruch
DETAILS_80	Stark vs. Metin
DETAILS_81	Fuerza c. jefes
DETAILS_ATTBONUS_BELL	Bruch von Glocke
DETAILS_ATTBONUS_BOW	Bruch von Pfeil
DETAILS_ATTBONUS_CLAW	Bruch von Kralle
DETAILS_ATTBONUS_DAGGER	Bruch von Dolch
DETAILS_ATTBONUS_FAN	Bruch von Fächer
DETAILS_ATTBONUS_SWORD	Bruch von Schwert
DETAILS_ATTBONUS_TWOHAND	Bruch von Zweihand
DETAILS_CATE_1	Schaden/Verteidigung
DETAILS_CATE_2	Elementarboni
DETAILS_CATE_3	Klassenboni
DETAILS_CATE_4	Waffenboni
DETAILS_CATE_5	Sonstige Boni
DETAILS_CATE_6	Spezialboni
DETAILS_RESIST_MOUNT_FALL	Widerstand g. Sturz
DETAILS_TITLE	Details
DETAILS_TOOLTIP_1	Fuerza contra mediohumanos: provoca más daños a mediohumanos.
DETAILS_TOOLTIP_10	Fuerte contra monstruos del desierto: causa más daño a monstruos del desierto.
DETAILS_TOOLTIP_11	Fuerte contra insectos: causa más daño a insectos.
DETAILS_TOOLTIP_12	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_13	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_14	Aumenta el daño medio que provocas en tus enemigos al atacar.
DETAILS_TOOLTIP_15	Resistencia contra daño medio: reduce el daño que sufres con un ataque.
DETAILS_TOOLTIP_16	Aumenta el daño que provoca una habilidad.
DETAILS_TOOLTIP_17	Resistencia contra daño de habilidad: reduce el daño que te provoca una habilidad.
DETAILS_TOOLTIP_18	Aumentan tanto el valor de ataque físico como el mágico.
DETAILS_TOOLTIP_19	Aumenta el daño que provocas a los enemigos con un ataque mágico.
DETAILS_TOOLTIP_2	Resistencia contra mediohumanos: reduce el daño que se sufre de mediohumanos.
DETAILS_TOOLTIP_20	Aumenta la probabilidad de lograr un golpe crítico.
DETAILS_TOOLTIP_21	Probabilidad de golpe penetrante: aumenta la probabilidad de provocar un golpe penetrante.
DETAILS_TOOLTIP_22	Resistencia contra golpe crítico: reduce el daño que provoca un golpe crítico.
DETAILS_TOOLTIP_23	Resistencia contra golpe penetrante: reduce el daño que provoca un golpe penetrante.
DETAILS_TOOLTIP_24	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_25	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_26	Resistencia contra la oscuridad: reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_27	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_28	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_29	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_3	Fuerza contra orcos: causa más daño a orcos.
DETAILS_TOOLTIP_30	Aumenta el daño que causas gracias al poder del relámpago.
DETAILS_TOOLTIP_31	Aumenta el daño que causas gracias al poder del hielo.
DETAILS_TOOLTIP_32	Aumenta el daño que causas gracias al poder de la oscuridad.
DETAILS_TOOLTIP_33	Aumenta el daño que causas gracias al poder del fuego.
DETAILS_TOOLTIP_34	Aumenta el daño que causas gracias al poder del viento.
DETAILS_TOOLTIP_35	Aumenta el daño que causas gracias al poder de la tierra.
DETAILS_TOOLTIP_36	Fuerza contra Guerreros: causa más daño a Guerreros.
DETAILS_TOOLTIP_37	Fuerza contra Ninjas: causa más daño a Ninjas.
DETAILS_TOOLTIP_38	Fuerza contra Suras: causa más daño a Suras.
DETAILS_TOOLTIP_39	Fuerza contra Chamanes: causa más daño a Chamanes.
DETAILS_TOOLTIP_4	Fuerza contra muertos vivientes: causa más daño a muertos vivientes.
DETAILS_TOOLTIP_40	Fuerza contra Lícanos: causa más daño a Lícanos.
DETAILS_TOOLTIP_41	Probabilidad de defensa contra ataques de Guerreros: reduce el daño que se sufre por parte de Guerreros.
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
